director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Lee Tamahori,Toby Stephens,Colin Salmon,Rick Yune,ActionAdventureThriller,die another day,Toby Stephens Colin Salmon Rick Yune Lee Tamahori ActionAdventureThriller
Michael Bay,Bruce Willis,Steve Buscemi,Will Patton,ActionAdventureSci-FiThriller,armageddon,Bruce Willis Steve Buscemi Will Patton Michael Bay ActionAdventureSci-FiThriller
Barry Sonnenfeld,Will Smith,Rosario Dawson,Rip Torn,ActionAdventureComedyFamilyFantasyMysterySci-Fi,men in black ii,Will Smith Rosario Dawson Rip Torn Barry Sonnenfeld ActionAdventureComedyFamilyFantasyMysterySci-Fi
Robert Zemeckis,Robin Wright,Anthony Hopkins,Sebastian Roché,ActionAdventureAnimationFantasy,beowulf,Robin Wright Anthony Hopkins Sebastian Roché Robert Zemeckis ActionAdventureAnimationFantasy
Alessandro Carloni,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,ActionAdventureAnimationComedyFamily,kung fu panda 3,J.K. Simmons Angelina Jolie Pitt Wayne Knight Alessandro Carloni ActionAdventureAnimationComedyFamily
Brad Bird,Tom Cruise,Jeremy Renner,Michael Nyqvist,ActionAdventureThriller,mission: impossible - ghost protocol,Tom Cruise Jeremy Renner Michael Nyqvist Brad Bird ActionAdventureThriller
Peter Ramsey,Hugh Jackman,Kamil McFadden,Khamani Griffin,AdventureAnimationFamilyFantasy,rise of the guardians,Hugh Jackman Kamil McFadden Khamani Griffin Peter Ramsey AdventureAnimationFamilyFantasy
Dean Parisot,John Michael Higgins,Richard Burgi,David Herman,ComedyCrime,fun with dick and jane,John Michael Higgins Richard Burgi David Herman Dean Parisot ComedyCrime
Edward Zwick,Tom Cruise,Tony Goldwyn,Chad Lindberg,ActionDramaHistoryWar,the last samurai,Tom Cruise Tony Goldwyn Chad Lindberg Edward Zwick ActionDramaHistoryWar
J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,ActionAdventureSci-Fi,star trek,Chris Hemsworth Leonard Nimoy Bruce Greenwood J.J. Abrams ActionAdventureSci-Fi
Sam Raimi,J.K. Simmons,James Franco,Kirsten Dunst,ActionAdventureFantasyRomance,spider-man,J.K. Simmons James Franco Kirsten Dunst Sam Raimi ActionAdventureFantasyRomance
Dean DeBlois,Gerard Butler,Djimon Hounsou,America Ferrera,ActionAdventureAnimationComedyFamilyFantasy,how to train your dragon 2,Gerard Butler Djimon Hounsou America Ferrera Dean DeBlois ActionAdventureAnimationComedyFamilyFantasy
Alex Proyas,Gerard Butler,Elodie Yung,Bryan Brown,ActionAdventureFantasy,gods of egypt,Gerard Butler Elodie Yung Bryan Brown Alex Proyas ActionAdventureFantasy
Rob Cohen,Sam Shepard,Joe Morton,Richard Roxburgh,ActionAdventureSci-FiThriller,stealth,Sam Shepard Joe Morton Richard Roxburgh Rob Cohen ActionAdventureSci-FiThriller
Zack Snyder,Matt Frewer,Billy Crudup,Stephen McHattie,ActionDramaMysterySci-Fi,watchmen,Matt Frewer Billy Crudup Stephen McHattie Zack Snyder ActionDramaMysterySci-Fi
Richard Donner,Jet Li,Rene Russo,Darlene Love,ActionCrimeThriller,lethal weapon 4,Jet Li Rene Russo Darlene Love Richard Donner ActionCrimeThriller
Ang Lee,Kevin Rankin,Regi Davis,Celia Weston,ActionSci-Fi,hulk,Kevin Rankin Regi Davis Celia Weston Ang Lee ActionSci-Fi
Jon M. Chu,Channing Tatum,Dwayne Johnson,Elodie Yung,ActionAdventureSci-FiThriller,g.i. joe: retaliation,Channing Tatum Dwayne Johnson Elodie Yung Jon M. Chu ActionAdventureSci-FiThriller
Hironobu Sakaguchi,Steve Buscemi,Ming-Na Wen,Jean Simmons,ActionAdventureAnimationFantasyRomanceSci-Fi,final fantasy: the spirits within,Steve Buscemi Ming-Na Wen Jean Simmons Hironobu Sakaguchi ActionAdventureAnimationFantasyRomanceSci-Fi
Joe Johnston,Chris Evans,Dominic Cooper,Hayley Atwell,ActionAdventureSci-Fi,captain america: the first avenger,Chris Evans Dominic Cooper Hayley Atwell Joe Johnston ActionAdventureSci-Fi
Michael Apted,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,ActionAdventureThriller,the world is not enough,Colin Salmon Maria Grazia Cucinotta Desmond Llewelyn Michael Apted ActionAdventureThriller
Peter Weir,James D'Arcy,Lee Ingleby,David Threlfall,ActionAdventureDramaHistoryWar,master and commander: the far side of the world,James D'Arcy Lee Ingleby David Threlfall Peter Weir ActionAdventureDramaHistoryWar
George Miller,Robin Williams,Brad Pitt,Common,AnimationComedyFamilyMusical,happy feet 2,Robin Williams Brad Pitt Common George Miller AnimationComedyFamilyMusical
Louis Leterrier,Ty Burrell,Peter Mensah,William Hurt,ActionAdventureSci-Fi,the incredible hulk,Ty Burrell Peter Mensah William Hurt Louis Leterrier ActionAdventureSci-Fi
unknown,Don Johnson,Philip Michael Thomas,John Diehl,ActionCrimeDramaMysteryThriller,miami vice            ,Don Johnson Philip Michael Thomas John Diehl unknown ActionCrimeDramaMysteryThriller
Steven Spielberg,Mark Rylance,Penelope Wilton,Rafe Spall,AdventureFamilyFantasy,the bfg,Mark Rylance Penelope Wilton Rafe Spall Steven Spielberg AdventureFamilyFantasy
Alejandro G. Iñárritu,Leonardo DiCaprio,Tom Hardy,Lukas Haas,AdventureDramaThrillerWestern,the revenant,Leonardo DiCaprio Tom Hardy Lukas Haas Alejandro G. Iñárritu AdventureDramaThrillerWestern
David Soren,Ryan Reynolds,Snoop Dogg,Ben Schwartz,AdventureAnimationComedyFamilySport,turbo,Ryan Reynolds Snoop Dogg Ben Schwartz David Soren AdventureAnimationComedyFamilySport
Gore Verbinski,Johnny Depp,Ray Winstone,Stephen Root,AdventureAnimationComedyFamilyWestern,rango,Johnny Depp Ray Winstone Stephen Root Gore Verbinski AdventureAnimationComedyFamilyWestern
Eric Darnell,Benedict Cumberbatch,Annet Mahendru,Andy Richter,AdventureAnimationComedyFamily,penguins of madagascar,Benedict Cumberbatch Annet Mahendru Andy Richter Eric Darnell AdventureAnimationComedyFamily
Paul Greengrass,Matt Damon,Edgar Ramírez,Albert Finney,ActionMysteryThriller,the bourne ultimatum,Matt Damon Edgar Ramírez Albert Finney Paul Greengrass ActionMysteryThriller
Mark Osborne,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,ActionAdventureAnimationComedyFamily,kung fu panda,Angelina Jolie Pitt Wayne Knight Dan Fogler Mark Osborne ActionAdventureAnimationComedyFamily
Peyton Reed,Judy Greer,Hayley Atwell,T.I.,ActionAdventureComedySci-Fi,ant-man,Judy Greer Hayley Atwell T.I. Peyton Reed ActionAdventureComedySci-Fi
Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,AdventureSci-FiThriller,the hunger games: catching fire,Jennifer Lawrence Josh Hutcherson Sandra Ellis Lafferty Francis Lawrence AdventureSci-FiThriller
Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,AdventureDramaFantasyRomance,the twilight saga: breaking dawn - part 2,Robert Pattinson Kristen Stewart Taylor Lautner Bill Condon AdventureDramaFantasyRomance
Steven Spielberg,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,AdventureSci-FiThriller,war of the worlds,Tom Cruise Lisa Ann Walter Rick Gonzalez Steven Spielberg AdventureSci-FiThriller
Michael Bay,Will Smith,Henry Rollins,Jordi Mollà,ActionComedyCrimeThriller,bad boys ii,Will Smith Henry Rollins Jordi Mollà Michael Bay ActionComedyCrimeThriller
Chris Miller,Salma Hayek,Constance Marie,Amy Sedaris,ActionAdventureAnimationComedyFamilyFantasy,puss in boots,Salma Hayek Constance Marie Amy Sedaris Chris Miller ActionAdventureAnimationComedyFamilyFantasy
Phillip Noyce,Angelina Jolie Pitt,Andre Braugher,August Diehl,ActionCrimeMysteryThriller,salt,Angelina Jolie Pitt Andre Braugher August Diehl Phillip Noyce ActionCrimeMysteryThriller
Darren Aronofsky,Anthony Hopkins,Emma Watson,Logan Lerman,ActionAdventureDrama,noah,Anthony Hopkins Emma Watson Logan Lerman Darren Aronofsky ActionAdventureDrama
Steven Spielberg,Toby Jones,Mackenzie Crook,Tony Curran,ActionAdventureFamilyMystery,the adventures of tintin,Toby Jones Mackenzie Crook Tony Curran Steven Spielberg ActionAdventureFamilyMystery
Alfonso Cuarón,Daniel Radcliffe,Gary Oldman,Rupert Grint,AdventureFamilyFantasyMystery,harry potter and the prisoner of azkaban,Daniel Radcliffe Gary Oldman Rupert Grint Alfonso Cuarón AdventureFamilyFantasyMystery
Baz Luhrmann,Essie Davis,Bryan Brown,Eddie Baroo,AdventureDramaRomanceWar,australia,Essie Davis Bryan Brown Eddie Baroo Baz Luhrmann AdventureDramaRomanceWar
M. Night Shyamalan,Will Smith,Zoë Kravitz,Glenn Morshower,ActionAdventureSci-Fi,after earth,Will Smith Zoë Kravitz Glenn Morshower M. Night Shyamalan ActionAdventureSci-Fi
Eric Leighton,Alfre Woodard,D.B. Sweeney,Della Reese,AdventureAnimationFamilyThriller,dinosaur,Alfre Woodard D.B. Sweeney Della Reese Eric Leighton AdventureAnimationFamilyThriller
Matt Birch,Rupert Grint,Dave Legeno,Ralph Ineson,ActionFantasy,harry potter and the deathly hallows: part ii,Rupert Grint Dave Legeno Ralph Ineson Matt Birch ActionFantasy
Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,AdventureComedyFamilyFantasy,night at the museum: secret of the tomb,Robin Williams Rami Malek Steve Coogan Shawn Levy AdventureComedyFamilyFantasy
Tom McGrath,J.K. Simmons,Brad Pitt,Will Ferrell,ActionAnimationComedyFamilySci-Fi,megamind,J.K. Simmons Brad Pitt Will Ferrell Tom McGrath ActionAnimationComedyFamilySci-Fi
Chris Columbus,Daniel Radcliffe,Fiona Shaw,Verne Troyer,AdventureFamilyFantasy,harry potter and the sorcerer's stone,Daniel Radcliffe Fiona Shaw Verne Troyer Chris Columbus AdventureFamilyFantasy
Robert Schwentke,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,ActionComedyFantasy,r.i.p.d.,Ryan Reynolds Jeff Bridges Stephanie Szostak Robert Schwentke ActionComedyFantasy
Hideaki Anno,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,ActionAdventureDramaHorrorSci-Fi,godzilla resurgence,Mark Chinnery Shin'ya Tsukamoto Atsuko Maeda Hideaki Anno ActionAdventureDramaHorrorSci-Fi
Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport,ActionAdventureFantasy,pirates of the caribbean: the curse of the black pearl,Johnny Depp Orlando Bloom Jack Davenport Gore Verbinski ActionAdventureFantasy
Matt Birch,Rupert Grint,Toby Jones,Alfred Enoch,Fantasy,harry potter and the deathly hallows: part i,Rupert Grint Toby Jones Alfred Enoch Matt Birch Fantasy
Francis Lawrence,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,AdventureSci-FiThriller,the hunger games: mockingjay - part 1,Jennifer Lawrence Philip Seymour Hoffman Josh Hutcherson Francis Lawrence AdventureSci-FiThriller
Ron Howard,Tom Hanks,Seth Gabel,Jürgen Prochnow,MysteryThriller,the da vinci code,Tom Hanks Seth Gabel Jürgen Prochnow Ron Howard MysteryThriller
Carlos Saldanha,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,AdventureAnimationComedyFamilyMusical,rio 2,Miguel Ferrer Rachel Crow Jeffrey Garcia Carlos Saldanha AdventureAnimationComedyFamilyMusical
Bryan Singer,Hugh Jackman,Bruce Davison,Aaron Stanford,ActionAdventureFantasySci-FiThriller,x-men 2,Hugh Jackman Bruce Davison Aaron Stanford Bryan Singer ActionAdventureFantasySci-FiThriller
Justin Lin,Paul Walker,Vin Diesel,Dwayne Johnson,ActionCrimeThriller,fast five,Paul Walker Vin Diesel Dwayne Johnson Justin Lin ActionCrimeThriller
Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Paul Anderson,ActionAdventureCrimeMysteryThriller,sherlock holmes: a game of shadows,Robert Downey Jr. Eddie Marsan Paul Anderson Guy Ritchie ActionAdventureCrimeMysteryThriller
John McTiernan,Tony Curran,Vladimir Kulich,Clive Russell,ActionAdventureHistory,the 13th warrior,Tony Curran Vladimir Kulich Clive Russell John McTiernan ActionAdventureHistory
Tony Gilroy,Jeremy Renner,Scott Glenn,Stacy Keach,ActionAdventureThriller,the bourne legacy,Jeremy Renner Scott Glenn Stacy Keach Tony Gilroy ActionAdventureThriller
Joel Schumacher,Michael Gough,Vivica A. Fox,John Glover,Action,batman & robin,Michael Gough Vivica A. Fox John Glover Joel Schumacher Action
Ron Howard,Clint Howard,T.J. Thyne,Molly Shannon,ComedyFamilyFantasy,how the grinch stole christmas,Clint Howard T.J. Thyne Molly Shannon Ron Howard ComedyFamilyFantasy
Roland Emmerich,Jake Gyllenhaal,Dennis Quaid,Sela Ward,ActionAdventureSci-FiThriller,the day after tomorrow,Jake Gyllenhaal Dennis Quaid Sela Ward Roland Emmerich ActionAdventureSci-FiThriller
John Woo,Tom Cruise,Dougray Scott,Richard Roxburgh,ActionAdventureThriller,mission: impossible ii,Tom Cruise Dougray Scott Richard Roxburgh John Woo ActionAdventureThriller
Wolfgang Petersen,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,ActionAdventureDramaThriller,the perfect storm,Karen Allen Mary Elizabeth Mastrantonio Bob Gunton Wolfgang Petersen ActionAdventureDramaThriller
Tim Story,Chris Evans,Ioan Gruffudd,Andre Braugher,ActionAdventureSci-FiThriller,fantastic 4: rise of the silver surfer,Chris Evans Ioan Gruffudd Andre Braugher Tim Story ActionAdventureSci-FiThriller
Ang Lee,Suraj Sharma,Rafe Spall,Tabu,AdventureDramaFantasy,life of pi,Suraj Sharma Rafe Spall Tabu Ang Lee AdventureDramaFantasy
Mark Steven Johnson,Nicolas Cage,Matt Long,Peter Fonda,ActionFantasyThriller,ghost rider,Nicolas Cage Matt Long Peter Fonda Mark Steven Johnson ActionFantasyThriller
Paul Greengrass,Matt Damon,Riz Ahmed,Ato Essandoh,ActionThriller,jason bourne,Matt Damon Riz Ahmed Ato Essandoh Paul Greengrass ActionThriller
McG,Demi Moore,Bernie Mac,Justin Theroux,ActionAdventureComedyCrime,charlie's angels: full throttle,Demi Moore Bernie Mac Justin Theroux McG ActionAdventureComedyCrime
Ridley Scott,Michael Fassbender,Charlize Theron,Sean Harris,AdventureMysterySci-Fi,prometheus,Michael Fassbender Charlize Theron Sean Harris Ridley Scott AdventureMysterySci-Fi
Rob Minkoff,Nathan Lane,Brad Garrett,Melanie Griffith,AdventureAnimationComedyFamilyFantasy,stuart little 2,Nathan Lane Brad Garrett Melanie Griffith Rob Minkoff AdventureAnimationComedyFamilyFantasy
Neill Blomkamp,Matt Damon,Sharlto Copley,Alice Braga,ActionDramaSci-FiThriller,elysium,Matt Damon Sharlto Copley Alice Braga Neill Blomkamp ActionDramaSci-FiThriller
David Twohy,Vin Diesel,Alexa Davalos,Christina Cox,ActionAdventureSci-FiThriller,the chronicles of riddick,Vin Diesel Alexa Davalos Christina Cox David Twohy ActionAdventureSci-FiThriller
Lana Wachowski,Scott Porter,Kick Gurry,Nicholas Elia,ActionFamilySport,speed racer,Scott Porter Kick Gurry Nicholas Elia Lana Wachowski ActionFamilySport
James L. Brooks,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,ComedyDramaRomance,how do you know,Shelley Conn Domenick Lombardozzi Teyonah Parris James L. Brooks ComedyDramaRomance
James Mangold,Tom Cruise,Marc Blucas,Jordi Mollà,ActionComedyRomance,knight and day,Tom Cruise Marc Blucas Jordi Mollà James Mangold ActionComedyRomance
Joseph Kosinski,Morgan Freeman,Tom Cruise,Zoë Bell,ActionAdventureMysterySci-Fi,oblivion,Morgan Freeman Tom Cruise Zoë Bell Joseph Kosinski ActionAdventureMysterySci-Fi
George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,ActionAdventureFantasySci-Fi,star wars: episode iii - revenge of the sith,Natalie Portman Christopher Lee Hayden Christensen George Lucas ActionAdventureFantasySci-Fi
George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,ActionAdventureFantasySci-Fi,star wars: episode ii - attack of the clones,Natalie Portman Christopher Lee Hayden Christensen George Lucas ActionAdventureFantasySci-Fi
Pete Docter,Steve Buscemi,John Ratzenberger,James Coburn,AdventureAnimationComedyFamilyFantasy,"monsters, inc.",Steve Buscemi John Ratzenberger James Coburn Pete Docter AdventureAnimationComedyFamilyFantasy
James Mangold,Hugh Jackman,Tao Okamoto,Rila Fukushima,ActionAdventureSci-FiThriller,the wolverine,Hugh Jackman Tao Okamoto Rila Fukushima James Mangold ActionAdventureSci-FiThriller
George Lucas,Natalie Portman,Liam Neeson,Ian McDiarmid,ActionAdventureFantasySci-Fi,star wars: episode i - the phantom menace,Natalie Portman Liam Neeson Ian McDiarmid George Lucas ActionAdventureFantasySci-Fi
Kirk De Micco,Ryan Reynolds,Emma Stone,Nicolas Cage,AdventureAnimationComedyFamilyFantasy,the croods,Ryan Reynolds Emma Stone Nicolas Cage Kirk De Micco AdventureAnimationComedyFamilyFantasy
Frédéric Forestier,Alain Delon,Santiago Segura,Vanessa Hessler,AdventureComedyFamilyFantasy,asterix at the olympic games,Alain Delon Santiago Segura Vanessa Hessler Frédéric Forestier AdventureComedyFamilyFantasy
John Woo,Nicolas Cage,Roger Willie,Noah Emmerich,ActionDramaWar,windtalkers,Nicolas Cage Roger Willie Noah Emmerich John Woo ActionDramaWar
Cedric Nicolas-Troyan,Chris Hemsworth,Sam Claflin,Charlize Theron,ActionAdventureDramaFantasy,the huntsman: winter's war,Chris Hemsworth Sam Claflin Charlize Theron Cedric Nicolas-Troyan ActionAdventureDramaFantasy
Alfonso Cuarón,Phaldut Sharma,Basher Savage,Amy Warren,AdventureDramaSci-FiThriller,gravity,Phaldut Sharma Basher Savage Amy Warren Alfonso Cuarón AdventureDramaSci-FiThriller
Roger Donaldson,Jamie Renée Smith,Grant Heslov,Tzi Ma,ActionAdventureThriller,dante's peak,Jamie Renée Smith Grant Heslov Tzi Ma Roger Donaldson ActionAdventureThriller
Dave Green,Stephen Amell,Noel Fisher,Brad Garrett,ActionAdventureComedySci-Fi,teenage mutant ninja turtles: out of the shadows,Stephen Amell Noel Fisher Brad Garrett Dave Green ActionAdventureComedySci-Fi
Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,ActionAdventureComedyFamilyFantasy,night at the museum,Robin Williams Rami Malek Steve Coogan Shawn Levy ActionAdventureComedyFamilyFantasy
Brad Peyton,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,ActionAdventureDramaThriller,san andreas,Dwayne Johnson Ioan Gruffudd Archie Panjabi Brad Peyton ActionAdventureDramaThriller
Roger Spottiswoode,Vincent Schiavelli,Colin Salmon,Joe Don Baker,ActionAdventureThriller,tomorrow never dies,Vincent Schiavelli Colin Salmon Joe Don Baker Roger Spottiswoode ActionAdventureThriller
Roland Emmerich,Heath Ledger,Adam Baldwin,Tom Wilkinson,ActionDramaHistoryWar,the patriot,Heath Ledger Adam Baldwin Tom Wilkinson Roland Emmerich ActionDramaHistoryWar
Steven Soderbergh,Brad Pitt,Julia Roberts,Mini Anden,CrimeThriller,ocean's twelve,Brad Pitt Julia Roberts Mini Anden Steven Soderbergh CrimeThriller
Doug Liman,Brad Pitt,Angelina Jolie Pitt,Stephanie March,ActionComedyCrimeRomanceThriller,mr. & mrs. smith,Brad Pitt Angelina Jolie Pitt Stephanie March Doug Liman ActionComedyCrimeRomanceThriller
Robert Schwentke,Kate Winslet,Theo James,Mekhi Phifer,AdventureSci-FiThriller,insurgent,Kate Winslet Theo James Mekhi Phifer Robert Schwentke AdventureSci-FiThriller
Martin Scorsese,Leonardo DiCaprio,Adam Scott,Frances Conroy,BiographyDrama,the aviator,Leonardo DiCaprio Adam Scott Frances Conroy Martin Scorsese BiographyDrama
Rob Letterman,James Corden,Catherine Tate,Olly Alexander,AdventureComedyFamilyFantasy,gulliver's travels,James Corden Catherine Tate Olly Alexander Rob Letterman AdventureComedyFamilyFantasy
Michel Gondry,Christoph Waltz,Tom Wilkinson,Chad L. Coleman,ActionComedyCrimeSci-FiThriller,the green hornet,Christoph Waltz Tom Wilkinson Chad L. Coleman Michel Gondry ActionComedyCrimeSci-FiThriller
unknown,George Peppard,Dirk Benedict,Dwight Schultz,ActionAdventureCrime,the a-team            ,George Peppard Dirk Benedict Dwight Schultz unknown ActionAdventureCrime
Noam Murro,Eva Green,Sullivan Stapleton,Peter Mensah,ActionDramaFantasyWar,300: rise of an empire,Eva Green Sullivan Stapleton Peter Mensah Noam Murro ActionDramaFantasyWar
Raja Gosnell,Mahadeo Shivraj,Tim Gunn,Madison McKinley,AdventureAnimationComedyFamilyFantasy,the smurfs,Mahadeo Shivraj Tim Gunn Madison McKinley Raja Gosnell AdventureAnimationComedyFamilyFantasy
Will Finn,Steve Buscemi,Roseanne Barr,G.W. Bailey,AnimationComedyFamilyMusicWestern,home on the range,Steve Buscemi Roseanne Barr G.W. Bailey Will Finn AnimationComedyFamilyMusicWestern
Robert Schwentke,Naomi Watts,Theo James,Zoë Kravitz,ActionAdventureMysterySci-FiThriller,allegiant,Naomi Watts Theo James Zoë Kravitz Robert Schwentke ActionAdventureMysterySci-FiThriller
