director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title
Cedric Nicolas-Troyan,Chris Hemsworth,Sam Claflin,Charlize Theron,ActionAdventureDramaFantasy,the huntsman: winter's war
Jonathan Liebesman,Noel Fisher,Danny Woodburn,Jeremy Howard,ActionAdventureComedySci-Fi,teenage mutant ninja turtles
Alfonso Cuarón,Phaldut Sharma,Basher Savage,Amy Warren,AdventureDramaSci-FiThriller,gravity
Roger Donaldson,Jamie Renée Smith,Grant Heslov,Tzi Ma,ActionAdventureThriller,dante's peak
Dave Green,Stephen Amell,Noel Fisher,Brad Garrett,ActionAdventureComedySci-Fi,teenage mutant ninja turtles: out of the shadows
Josh Trank,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,ActionAdventureSci-Fi,fantastic four
Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,ActionAdventureComedyFamilyFantasy,night at the museum
Brad Peyton,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,ActionAdventureDramaThriller,san andreas
Roger Spottiswoode,Vincent Schiavelli,Colin Salmon,Joe Don Baker,ActionAdventureThriller,tomorrow never dies
Roland Emmerich,Heath Ledger,Adam Baldwin,Tom Wilkinson,ActionDramaHistoryWar,the patriot
Steven Soderbergh,Brad Pitt,Julia Roberts,Mini Anden,CrimeThriller,ocean's twelve
Doug Liman,Brad Pitt,Angelina Jolie Pitt,Stephanie March,ActionComedyCrimeRomanceThriller,mr. & mrs. smith
Robert Schwentke,Kate Winslet,Theo James,Mekhi Phifer,AdventureSci-FiThriller,insurgent
Martin Scorsese,Leonardo DiCaprio,Adam Scott,Frances Conroy,BiographyDrama,the aviator
Rob Letterman,James Corden,Catherine Tate,Olly Alexander,AdventureComedyFamilyFantasy,gulliver's travels
Michel Gondry,Christoph Waltz,Tom Wilkinson,Chad L. Coleman,ActionComedyCrimeSci-FiThriller,the green hornet
unknown,George Peppard,Dirk Benedict,Dwight Schultz,ActionAdventureCrime,the a-team            
Noam Murro,Eva Green,Sullivan Stapleton,Peter Mensah,ActionDramaFantasyWar,300: rise of an empire
Raja Gosnell,Mahadeo Shivraj,Tim Gunn,Madison McKinley,AdventureAnimationComedyFamilyFantasy,the smurfs
Will Finn,Steve Buscemi,Roseanne Barr,G.W. Bailey,AnimationComedyFamilyMusicWestern,home on the range
Robert Schwentke,Naomi Watts,Theo James,Zoë Kravitz,ActionAdventureMysterySci-FiThriller,allegiant
Shawn Levy,Hugh Jackman,Torey Michael Adkins,Olga Fonda,ActionDramaSci-FiSport,real steel
Raja Gosnell,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,AdventureAnimationComedyFamilyFantasy,the smurfs 2
Jan de Bont,Jason Patric,Temuera Morrison,Lois Chiles,ActionCrimeRomanceThriller,speed 2: cruise control
Gavin Hood,Harrison Ford,Moises Arias,Aramis Knight,ActionSci-Fi,ender's game
Len Wiseman,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,ActionAdventureThriller,live free or die hard
Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,ActionAdventureDramaFantasy,the lord of the rings: the fellowship of the ring
Frank Coraci,Jim Broadbent,Steve Coogan,Cécile De France,ActionAdventureComedy,around the world in 80 days
Michael Mann,Will Smith,Jada Pinkett Smith,Joe Morton,BiographyDramaSport,ali
Bo Welch,Sean Hayes,Kelly Preston,Spencer Breslin,AdventureComedyFamilyFantasy,the cat in the hat
Alex Proyas,Will Smith,Bruce Greenwood,Chi McBride,ActionMysterySci-FiThriller,"i, robot"
Ridley Scott,Liam Neeson,Orlando Bloom,Philip Glenister,ActionAdventureDramaHistoryWar,kingdom of heaven
Rob Minkoff,Chazz Palminteri,Nathan Lane,Jeffrey Jones,AdventureComedyFamilyFantasy,stuart little
Ron Clements,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,AnimationFamilyFantasyMusicalRomance,the princess and the frog
Ridley Scott,Matt Damon,Donald Glover,Benedict Wong,AdventureDramaSci-Fi,the martian
Christopher Barnard,Mathew Buck,unknown,unknown,Comedy,"10,000 b.c.            "
Michael Bay,Scarlett Johansson,Steve Buscemi,Djimon Hounsou,ActionAdventureRomanceSci-FiThriller,the island
Peter Chelsom,Del Zamora,Warren Beatty,Garry Shandling,ComedyRomance,town & country
Dominic Sena,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall,ActionCrimeThriller,gone in sixty seconds
Ridley Scott,Djimon Hounsou,Connie Nielsen,Oliver Reed,ActionDramaRomance,gladiator
Steven Spielberg,Tom Cruise,Frank Grillo,Jessica Capshaw,ActionMysterySci-FiThriller,minority report
Chris Columbus,Daniel Radcliffe,Rupert Grint,Emma Watson,AdventureFamilyFantasyMystery,harry potter and the chamber of secrets
Martin Campbell,Eva Green,Tobias Menzies,Ivana Milicevic,ActionAdventureThriller,casino royale
Tim Burton,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,ActionAdventureSci-FiThriller,planet of the apes
James Cameron,Joe Morton,Jenette Goldstein,S. Epatha Merkerson,ActionSci-Fi,terminator 2: judgment day
Michael Mann,Johnny Depp,Christian Bale,Stephen Graham,BiographyCrimeDramaHistoryRomance,public enemies
Ridley Scott,Denzel Washington,Ruby Dee,RZA,BiographyCrimeDrama,american gangster
James Cameron,Jamie Lee Curtis,Tia Carrere,Tom Arnold,ActionComedyThriller,true lies
Tony Scott,Denzel Washington,Ramon Rodriguez,Michael Rispoli,ActionCrimeThriller,the taking of pelham 1 2 3
Paul Weitz,Robert De Niro,Blythe Danner,Teri Polo,ComedyRomance,little fockers
Adam McKay,Dwayne Johnson,Will Ferrell,Derek Jeter,ActionComedyCrime,the other guys
Chuck Russell,Vanessa Williams,James Coburn,Roma Maffia,ActionDramaMysteryThriller,eraser
Quentin Tarantino,Leonardo DiCaprio,Christoph Waltz,Ato Essandoh,DramaWestern,django unchained
Gary Trousdale,Demi Moore,Jason Alexander,Bill Fagerbakke,AnimationDramaFamilyMusicalRomance,the hunchback of notre dame
Mark Dindal,Eartha Kitt,Wendie Malick,John Fiedler,AdventureAnimationComedyFamilyFantasy,the emperor's new groove
Simon West,Jason Statham,Sylvester Stallone,Bruce Willis,ActionAdventureThriller,the expendables 2
Jon Turteltaub,Nicolas Cage,Armando Riesco,Annie Parisse,ActionAdventureComedyFamilyMystery,national treasure
Stefen Fangmeier,Djimon Hounsou,Ed Speleers,Gary Lewis,ActionAdventureFamilyFantasy,eragon
Spike Jonze,Catherine O'Hara,Ryan Corr,Max Records,AdventureDramaFamilyFantasy,where the wild things are
Joe Wright,Hugh Jackman,Cara Delevingne,Nonso Anozie,AdventureFamilyFantasy,pan
Chris Wedge,Josh Hutcherson,Emma Kenney,Troy Evans,AdventureAnimationFamilyFantasy,epic
Florian Henckel von Donnersmarck,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell,ActionRomanceThriller,the tourist
Peter Hyams,CCH Pounder,Mark Margolis,Udo Kier,ActionFantasyHorrorMystery,end of days
Edward Zwick,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins,AdventureDramaThriller,blood diamond
Martin Scorsese,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau,BiographyComedyCrimeDrama,the wolf of wall street
Joel Schumacher,Michael Gough,Rene Auberjonois,Debi Mazar,ActionAdventureFantasy,batman forever
Paul Verhoeven,Jake Busey,Patrick Muldoon,Seth Gilliam,ActionSci-FiWar,starship troopers
Tom Tykwer,Tom Hanks,Jim Sturgess,Jim Broadbent,DramaSci-Fi,cloud atlas
Zack Snyder,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,ActionAdventureAnimationFamilyFantasy,legend of the guardians: the owls of ga'hoole
Pitof,Frances Conroy,Christopher Heyerdahl,Alex Borstein,ActionCrimeFantasyRomanceThriller,catwoman
Brett Ratner,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,ActionAdventure,hercules
Ron Clements,Joseph Gordon-Levitt,Martin Short,Michael Wincott,AdventureAnimationFamilySci-Fi,treasure planet
Brad Silberling,Will Ferrell,Anna Friel,Bobb'e J. Thompson,AdventureComedySci-Fi,land of the lost
Patrick Hughes,Jason Statham,Sylvester Stallone,Harrison Ford,ActionAdventureThriller,the expendables 3
Ericson Core,Ray Winstone,Edgar Ramírez,Delroy Lindo,ActionCrimeSportThriller,point break
Lawrence Guterman,Jamie Kennedy,Traylor Howard,Ben Stein,ComedyFamilyFantasy,son of the mask
Ron Howard,Chris Hemsworth,Benjamin Walker,Frank Dillane,ActionAdventureBiographyDramaHistoryThriller,in the heart of the sea
Ron Underwood,Rosario Dawson,Randy Quaid,Burt Young,ActionComedySci-Fi,the adventures of pluto nash
Paul Greengrass,Matt Damon,Sean Huze,Igal Naor,ActionDramaThrillerWar,green zone
Steve Martino,Francesca Capaldi,Venus Schultheis,Bill Melendez,AdventureAnimationComedyFamily,the peanuts movie
David Mamet,Ben Gazzara,Felicity Huffman,Campbell Scott,DramaMysteryThriller,the spanish prisoner
Stephen Sommers,Dwayne Johnson,Brendan Fraser,Patricia Velasquez,ActionAdventureFantasyThriller,the mummy returns
Martin Scorsese,Leonardo DiCaprio,Liam Neeson,Jim Broadbent,CrimeDrama,gangs of new york
Yimou Zhang,Christian Bale,Ni Ni,Shigeo Kobayashi,DramaHistoryRomanceWar,the flowers of war
Ash Brannon,Jeff Bridges,Zooey Deschanel,Jon Heder,AnimationComedyFamilySport,surf's up
Frank Oz,Jon Lovitz,Matthew Broderick,Roger Bart,ComedySci-FiThriller,the stepford wives
Ridley Scott,Ioan Gruffudd,Sam Shepard,Ewen Bremner,DramaHistoryWar,black hawk down
Jay Roach,Will Ferrell,Thomas Middleditch,Katherine LaNasa,Comedy,the campaign
Luc Besson,Milla Jovovich,Bruce Willis,Gary Oldman,ActionAdventureSci-Fi,the fifth element
Michael Patrick King,Chris Noth,Liza Minnelli,Kristin Davis,ComedyDramaRomance,sex and the city 2
Bibo Bergeron,Frank Welker,Rosie Perez,Elton John,AdventureAnimationComedyFamilyRomance,the road to el dorado
Steve Martino,Peter Dinklage,Josh Gad,Drake,AdventureAnimationComedyFamily,ice age: continental drift
Kenneth Branagh,Hayley Atwell,Derek Jacobi,Lily James,DramaFamilyFantasyRomance,cinderella
Peter Jackson,Michael Imperioli,AJ Michalka,Tom McCarthy,DramaFantasyThriller,the lovely bones
Andrew Stanton,Alexander Gould,Stephen Root,Brad Garrett,AdventureAnimationComedyFamily,finding nemo
Peter Jackson,Orlando Bloom,Billy Boyd,Bernard Hill,ActionAdventureDramaFantasy,the lord of the rings: the return of the king
Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,ActionAdventureDramaFantasy,the lord of the rings: the two towers
Sergey Bodrov,Jeff Bridges,Djimon Hounsou,Olivia Williams,ActionAdventureFantasy,seventh son
Simon West,Angelina Jolie Pitt,Noah Taylor,Chris Barrie,ActionAdventureFantasyThriller,lara croft: tomb raider
Wally Pfister,Johnny Depp,Morgan Freeman,Clifton Collins Jr.,DramaMysteryRomanceSci-FiThriller,transcendence
Joe Johnston,Michael Jeter,Trevor Morgan,Alessandro Nivola,ActionAdventureSci-FiThriller,jurassic park iii
Rupert Wyatt,James Franco,David Oyelowo,Tyler Labine,ActionDramaSci-FiThriller,rise of the planet of the apes
Mark Waters,Martin Short,Tod Fennell,Joan Plowright,AdventureFamilyFantasy,the spiderwick chronicles
John Moore,Bruce Willis,Cole Hauser,Megalyn Echikunwoke,ActionThriller,a good day to die hard
John Lee Hancock,Dennis Quaid,Marc Blucas,Jordi Mollà,DramaHistoryWarWestern,the alamo
Brad Bird,Holly Hunter,Craig T. Nelson,Lou Romano,ActionAdventureAnimationFamily,the incredibles
Renny Harlin,Christopher Masterson,Frank Langella,Matthew Modine,ActionAdventureComedy,cutthroat island
Chris Columbus,Logan Lerman,Rosario Dawson,Steve Coogan,AdventureFamilyFantasy,percy jackson & the olympians: the lightning thief
Barry Sonnenfeld,Will Smith,Rip Torn,Linda Fiorentino,AdventureComedyFamilyMysterySci-Fi,men in black
John Lasseter,Tom Hanks,John Ratzenberger,Wayne Knight,AdventureAnimationComedyFamilyFantasy,toy story 2
Tony Scott,Denzel Washington,Rosario Dawson,Ethan Suplee,ActionThriller,unstoppable
Brett Ratner,Mei Melançon,John Lone,Harris Yulin,ActionComedyCrimeThriller,rush hour 2
Robert Zemeckis,Harrison Ford,Amber Valletta,Miranda Otto,DramaFantasyHorrorMysteryThriller,what lies beneath
Phil Lord,Will Forte,Bobb'e J. Thompson,Al Roker,AnimationComedyFamilySci-Fi,cloudy with a chance of meatballs
Carlos Saldanha,Denis Leary,Maile Flanagan,Kelly Keaton,ActionAdventureAnimationComedyFamily,ice age: dawn of the dinosaurs
Ben Stiller,Adam Scott,Adrian Martinez,Joey Slotnick,AdventureComedyDramaFantasyRomance,the secret life of walter mitty
McG,Bill Murray,LL Cool J,Kelly Lynch,ActionAdventureComedyCrimeThriller,charlie's angels
Martin Scorsese,Leonardo DiCaprio,Matt Damon,Ray Winstone,CrimeDramaThriller,the departed
Tony Bancroft,Ming-Na Wen,Harvey Fierstein,June Foray,AdventureAnimationFamilyFantasyMusicalWar,mulan
Ben Stiller,Robert Downey Jr.,Steve Coogan,Brandon T. Jackson,ActionComedy,tropic thunder
David Fincher,Robin Wright,Goran Visnjic,Joely Richardson,CrimeDramaMysteryThriller,the girl with the dragon tattoo
John McTiernan,Bruce Willis,Aldis Hodge,Kevin Chamberlin,ActionAdventureThriller,die hard with a vengeance
Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Robert Maillet,ActionAdventureCrimeMysteryThriller,sherlock holmes
Timur Bekmambetov,Morgan Freeman,Ayelet Zurer,Moises Arias,AdventureDramaHistory,ben-hur
Gary Trousdale,Leonard Nimoy,Jim Varney,Cree Summer,ActionAdventureAnimationFamilyFantasySci-Fi,atlantis: the lost empire
Walt Becker,Bella Thorne,Joshua Mikel,Jesse McCartney,AdventureAnimationComedyFamilyFantasyMusic,alvin and the chipmunks: the road chip
Bryan Singer,Tom Cruise,Tom Wilkinson,Thomas Kretschmann,DramaHistoryThrillerWar,valkyrie
Dennis Dugan,Adam Sandler,Sayed Badreya,Kevin Nealon,ActionComedy,you don't mess with the zohan
Chris Columbus,Peter Dinklage,Adam Sandler,Josh Gad,ActionAnimationComedySci-Fi,pixels
Steven Spielberg,Haley Joel Osment,William Hurt,Kevin Sussman,AdventureDramaSci-Fi,a.i. artificial intelligence
Rob Minkoff,Marsha Thomason,Rachael Harris,Marc John Jefferies,ComedyFamilyFantasyHorrorMystery,the haunted mansion
Robert Zemeckis,Matthew McConaughey,Tom Skerritt,Larry King,DramaMysterySci-FiThriller,contact
Paul Verhoeven,Greg Grunberg,Kim Dickens,Joey Slotnick,ActionHorrorSci-FiThriller,hollow man
Sydney Pollack,Curtiss Cook,George Harris,Michael Wright,CrimeMysteryThriller,the interpreter
Thor Freudenthal,Logan Lerman,Leven Rambin,Brandon T. Jackson,AdventureFamilyFantasy,percy jackson: sea of monsters
Jan de Bont,Gerard Butler,Angelina Jolie Pitt,Djimon Hounsou,ActionAdventureFantasy,lara croft tomb raider: the cradle of life
Jon M. Chu,Daniel Radcliffe,Morgan Freeman,Sanaa Lathan,ActionAdventureComedyCrimeMysteryThriller,now you see me 2
Phillip Noyce,Alun Armstrong,Michael Byrne,Velibor Topic,ActionAdventureRomanceSci-FiThriller,the saint
Tony Scott,Brad Pitt,Stephen Dillane,Catherine McCormack,ActionCrimeThriller,spy game
Brian De Palma,Don Cheadle,Connie Nielsen,Kim Delaney,AdventureSci-FiThriller,mission to mars
Carlos Saldanha,Anne Hathaway,Wanda Sykes,Will.i.am,AdventureAnimationComedyFamilyMusical,rio
Chris Columbus,Robin Williams,Oliver Platt,John Michael Higgins,ComedyDramaSci-Fi,bicentennial man
Mick Jackson,Don Cheadle,Anne Heche,Gaby Hoffmann,ActionDramaSci-FiThriller,volcano
Alan J. Pakula,Harrison Ford,Brad Pitt,Natascha McElhone,ActionCrimeDramaThriller,the devil's own
Kathryn Bigelow,Liam Neeson,Christian Camargo,Lex Shrapnel,DramaHistoryThrillerWar,k-19: the widowmaker
Josh Trank,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,ActionAdventureSci-Fi,fantastic four
John Milius,William Smith,Mako,Sandahl Bergman,AdventureFantasy,conan the barbarian
Ron Howard,Paddy Considine,Bruce McGill,Rosemarie DeWitt,BiographyDramaSport,cinderella man
Andrey Konchalovskiy,Shirley Henderson,Nathan Lane,Richard E. Grant,ActionFamilyFantasyMusical,the nutcracker in 3d
Gary Ross,Jeff Bridges,Michael Angarano,Michael O'Neill,DramaHistorySport,seabiscuit
Jan de Bont,Philip Seymour Hoffman,Alan Ruck,Jami Gertz,ActionAdventureDramaThriller,twister
Rob Cohen,Paul Walker,Vin Diesel,Jordana Brewster,ActionCrimeThriller,the fast and the furious
Robert Zemeckis,Tom Hanks,Paul Sanchez,Nick Searcy,AdventureDramaRomance,cast away
George Miller,Robin Williams,Hugh Jackman,Elizabeth Daily,AnimationComedyFamilyMusicRomance,happy feet
Paul Greengrass,Matt Damon,Joan Allen,Oksana Akinshina,ActionMysteryThriller,the bourne supremacy
Wolfgang Petersen,Harrison Ford,Gary Oldman,Dean Stockwell,ActionAdventureDramaThriller,air force one
Steven Soderbergh,Brad Pitt,Bernie Mac,Elliott Gould,CrimeThriller,ocean's eleven
Paul W.S. Anderson,Milla Jovovich,Logan Lerman,Orlando Bloom,ActionAdventureRomance,the three musketeers
Genndy Tartakovsky,Steve Buscemi,Adam Sandler,Jon Lovitz,AnimationComedyFamilyFantasy,hotel transylvania
Kevin Lima,Jeff Bennett,Teala Dunn,Fred Tatasciore,AnimationComedyFamilyFantasyMusicalRomance,enchanted
unknown,Caroline Dhavernas,Scott Thompson,Hettienne Park,CrimeDramaHorrorMysteryThriller,hannibal            
Daniel Espinosa,Denzel Washington,Ryan Reynolds,Sam Shepard,ActionCrimeMysteryThriller,safe house
Kevin Lima,Ioan Gruffudd,Eric Idle,Jim Carter,AdventureComedyFamily,102 dalmatians
Brett Ratner,Matthew Broderick,Gabourey Sidibe,Judd Hirsch,ActionComedyCrime,tower heist
Nancy Meyers,Kate Winslet,Rufus Sewell,Sarah Parish,ComedyRomance,the holiday
Tony Scott,Will Smith,Jake Busey,Lisa Bonet,ActionCrimeDramaMysteryThriller,enemy of the state
Nancy Meyers,Meryl Streep,Hunter Parrish,Zoe Kazan,ComedyDramaRomance,it's complicated
Steven Soderbergh,Al Pacino,Matt Damon,Brad Pitt,CrimeThriller,ocean's thirteen
Roger Allers,Jon Favreau,Debra Messing,Jane Krakowski,AdventureAnimationComedyFamily,open season
Neil Burger,Kate Winslet,Theo James,Mekhi Phifer,AdventureMysterySci-Fi,divergent
Jean-Jacques Annaud,Bob Hoskins,Gabriel Thomson,Clemens Schick,DramaHistoryWar,enemy at the gates
Peter Berg,Dwayne Johnson,Rosario Dawson,Ewen Bremner,ActionAdventureComedyThriller,the rundown
John McTiernan,F. Murray Abraham,Tom Noonan,Joan Plowright,ActionAdventureComedyFantasy,last action hero
Rob Marshall,Li Gong,Mako,Karl Yune,DramaRomance,memoirs of a geisha
Justin Lin,Amber Stevens West,Zachery Ty Bryan,Nikki Griffin,ActionCrimeThriller,the fast and the furious: tokyo drift
Sarah Smith,Jim Broadbent,Imelda Staunton,Michael Palin,AdventureAnimationComedyFamilyFantasy,arthur christmas
Martin Brest,Anthony Hopkins,Brad Pitt,Jake Weber,DramaFantasyRomance,meet joe black
Andrew Davis,Raymond Cruz,Rick Worthy,Jsu Garcia,ActionDramaThriller,collateral damage
Bob Fosse,Roy Scheider,Ben Vereen,Max Wright,ComedyDramaMusicMusical,all that jazz
Tarsem Singh,Julia Roberts,Nathan Lane,Danny Woodburn,AdventureComedyDramaFamilyFantasy,mirror mirror
Edgar Wright,Anna Kendrick,Kieran Culkin,Ellen Wong,ActionComedyFantasyRomance,scott pilgrim vs. the world
Jon Amiel,Glenn Morshower,Tchéky Karyo,Rekha Sharma,ActionAdventureSci-FiThriller,the core
Peter Segal,Larry Miller,Janet Jackson,Chris Elliott,ComedyRomanceSci-Fi,nutty professor ii: the klumps
Raja Gosnell,Sarah Michelle Gellar,Linda Cardellini,Miguel A. Núñez Jr.,AdventureComedyMystery,scooby-doo
Pete Travis,Wood Harris,Jason Cope,Rakie Ayola,ActionSci-Fi,dredd
Frank Coraci,Adam Sandler,Cameron Monaghan,Julie Kavner,ComedyDramaFantasyRomance,click
George A. Romero,Ted Danson,Hal Holbrook,Adrienne Barbeau,ComedyFantasyHorror,creepshow
Brad Peyton,Jack McBrayer,Sean Hayes,Katt Williams,ActionComedyFamilyFantasy,cats & dogs: the revenge of kitty galore
Doug Liman,Kristen Stewart,Hayden Christensen,Tom Hulce,ActionAdventureSci-FiThriller,jumper
Guillermo del Toro,Seth MacFarlane,Iván Kamarás,Brian Steele,ActionAdventureFantasyHorrorSci-Fi,hellboy ii: the golden army
David Fincher,Robert Downey Jr.,Jake Gyllenhaal,Anthony Edwards,CrimeDramaHistoryMysteryThriller,zodiac
Roger Spottiswoode,Robert Duvall,Michael Rapaport,Tony Goldwyn,ActionMysterySci-FiThriller,the 6th day
Tom Shadyac,Morgan Freeman,Steve Carell,Lisa Ann Walter,ComedyDrama,bruce almighty
Sylvester Stallone,Jason Statham,Sylvester Stallone,Jet Li,ActionAdventureThriller,the expendables
Brian De Palma,Tom Cruise,Kristin Scott Thomas,Vanessa Redgrave,ActionAdventureThriller,mission: impossible
Gary Ross,Jennifer Lawrence,Josh Hutcherson,Anthony Reynolds,AdventureDramaSci-FiThriller,the hunger games
Todd Phillips,Bradley Cooper,Mason Lee,Mike Tyson,Comedy,the hangover part ii
